,pre,post,witvliet_2020_6_L3_chem.csv' with 80 nodes and 654 edges_weight,witvliet_2020_4_L1_chem.csv' with 76 nodes and 490 edges_weight,witvliet_2020_3_L1_chem.csv' with 72 nodes and 449 edges_weight,witvliet_2020_2_L1_chem.csv' with 72 nodes and 437 edges_weight,witvliet_2020_1_L1_chem.csv' with 71 nodes and 362 edges_weight,cel_white_1986_jsh_chem.csv' with 81 nodes and 646 edges_weight,cel_n2u_chemical.csv' with 84 nodes and 1246 edges_weight,witvliet_2020_7_ad_chem.csv' with 83 nodes and 988 edges_weight,witvliet_2020_8_ad_chem.csv' with 83 nodes and 961 edges_weight,witvliet_2020_5_L2_chem.csv' with 79 nodes and 680 edges_weight
781,RMH,URX,0,0,0,0,0,1,1,0,0,0
782,RMH,AIB,0,0,0,0,0,0,3,0,0,0
783,RMH,AVA,0,0,0,0,0,0,1,0,0,0
784,RMH,IL1,0,0,0,0,0,0,2,1,0,0
785,RMH,RIC,0,0,0,0,0,0,2,0,0,0
786,RMH,RID,0,0,0,0,0,0,1,0,0,0
787,RMH,RME,0,0,0,0,0,0,4,0,0,0
788,RMH,RMH,0,0,0,0,0,0,3,0,0,2
789,RMH,SAA,0,0,0,0,0,0,1,0,0,0
790,RMH,SMD,0,0,0,0,0,0,3,0,0,0
791,RMH,PLN,0,0,0,0,0,0,0,0,0,0
792,SAA,AVA,29,17,10,12,9,34,139,77,61,35
793,SAA,OLL,1,0,1,0,1,2,8,3,4,0
794,SAA,RIM,30,29,20,18,14,36,121,76,71,42
795,SAA,RMF,5,0,0,0,0,3,18,4,7,0
796,SAA,RMG,1,0,0,0,0,0,1,0,1,0
797,SAA,SMD,18,11,8,6,1,10,41,20,21,7
798,SAA,AVB,0,0,1,0,0,0,1,0,0,0
799,SAA,RIG,0,0,1,0,0,0,1,0,0,0
800,SAA,AIB,0,0,0,0,0,0,5,1,1,0
801,SAA,ALN,0,0,0,0,0,0,1,0,0,0
802,SAA,ASI,0,0,0,0,0,0,1,0,0,0
803,SAA,IL1,0,0,0,0,0,0,12,0,0,0
804,SAA,PLN,0,0,0,0,0,0,1,0,0,0
805,SAA,RIA,0,0,0,0,0,0,1,0,0,1
806,SAA,RIP,0,0,0,0,0,0,12,0,0,0
807,SAA,RMD,0,0,0,0,0,0,1,0,0,0
808,SAA,RME,0,0,0,0,0,0,1,0,0,0
809,SAA,SAA,0,0,0,0,0,0,1,0,0,2
810,SAA,SIB,0,0,0,0,0,0,1,0,0,0
811,SAA,SMB,0,0,0,0,0,0,6,0,0,0
812,SAA,AVE,0,0,0,0,0,0,0,0,1,0
813,SAA,ADA,0,0,0,0,0,0,0,0,0,0
814,SAA,AVK,0,0,0,0,0,0,0,0,0,0
815,SAA,DVA,0,0,0,0,0,0,0,0,0,0
816,SAA,RIC,0,0,0,0,0,0,0,0,0,0
817,SAA,RMH,0,0,0,0,0,0,0,0,0,0
818,SIB,RIC,0,0,0,0,0,1,0,0,0,0
819,SIB,SMB,0,0,0,0,0,1,1,0,0,0
820,SIB,AVD,0,0,0,0,0,0,1,0,0,0
821,SIB,PVP,0,0,0,0,0,0,1,0,0,0
822,SIB,RID,0,0,0,0,0,0,1,0,0,0
823,ADF,AIY,1,0,1,1,1,1,2,0,0,1
824,ADF,AIZ,11,12,10,9,10,18,84,19,31,17
825,ADF,AUA,7,4,3,3,4,8,21,13,3,8
826,ADF,OLQ,1,0,0,0,0,0,1,1,2,1
827,ADF,RIA,19,15,8,7,4,29,122,35,29,20
828,ADF,RIG,5,1,0,0,0,2,29,9,7,4
829,ADF,SIB,1,0,0,2,0,1,0,1,1,1
830,ADF,SMB,10,5,4,2,0,13,31,13,9,11
831,ADF,URX,1,1,1,0,1,1,11,4,2,0
832,ADF,ADA,0,2,0,0,0,0,10,1,0,0
833,ADF,ADF,0,2,0,0,0,0,1,0,0,0
834,ADF,AFD,0,2,0,0,0,0,2,0,0,1
835,ADF,AIA,0,1,1,0,1,0,2,0,2,0
836,ADF,ASH,0,1,1,0,0,0,10,0,1,1
837,ADF,RIM,0,1,0,0,0,0,0,0,0,0
838,ADF,RIR,0,2,0,3,0,1,11,6,7,4
839,ADF,ASE,0,0,1,0,2,1,0,2,0,1
840,ADF,AWA,0,0,1,0,0,0,1,0,0,0
841,ADF,AWB,0,0,1,0,0,0,6,2,2,0
842,ADF,AVH,0,0,0,3,1,3,1,2,1,1
843,ADF,DVA,0,0,0,1,0,0,0,0,0,1
844,ADF,ADL,0,0,0,0,0,0,1,0,0,0
845,ADF,AIB,0,0,0,0,0,0,3,1,2,1
846,ADF,AWC,0,0,0,0,0,0,3,0,0,0
847,ADF,BAG,0,0,0,0,0,0,6,0,1,0
848,ADF,PVP,0,0,0,0,0,0,1,0,0,0
849,ADF,RIB,0,0,0,0,0,0,4,0,0,0
850,ADF,RIH,0,0,0,0,0,0,2,0,1,0
851,ADF,RIV,0,0,0,0,0,0,1,0,0,0
852,ADF,SMD,0,0,0,0,0,0,1,0,0,0
853,ADF,URY,0,0,0,0,0,0,2,1,0,0
854,ADF,ASG,0,0,0,0,0,0,0,1,0,0
855,ADF,PVQ,0,0,0,0,0,0,0,1,0,0
856,ADF,RIC,0,0,0,0,0,0,0,1,0,0
857,ADF,AIN,0,0,0,0,0,0,0,0,0,0
858,ADF,AQR,0,0,0,0,0,0,0,0,0,0
859,ADF,AVJ,0,0,0,0,0,0,0,0,0,0
860,ADF,PVN,0,0,0,0,0,0,0,0,0,0
861,ADF,RIP,0,0,0,0,0,0,0,0,0,0
862,ADF,RMG,0,0,0,0,0,0,0,0,0,0
863,ADF,UK2,0,0,0,0,0,0,0,0,0,0
864,AIY,AFD,1,2,0,0,0,2,3,2,1,1
865,AIY,AIY,1,0,0,0,0,0,12,1,0,0
866,AIY,AIZ,21,14,12,12,8,23,219,26,23,23
867,AIY,AWA,3,0,0,1,0,0,25,1,3,2
868,AIY,AWB,1,0,2,1,0,0,1,0,2,1
869,AIY,RIA,7,6,5,6,3,5,167,11,6,10
870,AIY,RIB,7,8,6,9,5,7,168,12,12,8
871,AIY,RIR,2,0,0,1,0,1,1,1,0,0
872,AIY,ADF,0,2,2,6,3,0,1,2,1,0
873,AIY,AUA,0,1,0,0,1,0,0,0,3,0
874,AIY,BAG,0,6,1,0,2,1,1,1,3,3
875,AIY,ASE,0,0,1,0,0,4,7,4,3,0
876,AIY,AIA,0,0,0,1,0,0,0,0,0,0
877,AIY,RIV,0,0,0,1,0,0,1,0,0,0
878,AIY,SIB,0,0,0,1,1,0,0,0,0,0
879,AIY,AIB,0,0,0,0,0,0,3,1,2,0
880,AIY,AIN,0,0,0,0,0,0,1,0,0,0
881,AIY,ASG,0,0,0,0,0,0,2,0,0,0
882,AIY,AWC,0,0,0,0,0,0,8,1,0,0
883,AIY,HSN,0,0,0,0,0,0,1,0,0,0
884,AIY,RIH,0,0,0,0,0,0,1,0,0,0
885,AIY,AVB,0,0,0,0,0,0,0,0,1,0
886,AIY,RIM,0,0,0,0,0,0,0,0,1,0
887,AIY,ASH,0,0,0,0,0,0,0,0,0,0
888,AIZ,ADF,2,4,0,0,2,0,2,1,0,1
889,AIZ,AIA,9,6,2,2,2,15,17,10,22,6
890,AIZ,AIB,34,21,11,12,8,29,116,46,74,29
891,AIZ,AIY,1,0,0,0,0,0,0,0,1,1
892,AIZ,ASE,4,0,0,1,1,2,6,3,3,3
893,AIZ,AVE,11,5,4,3,4,8,58,24,20,8
894,AIZ,AVH,1,0,0,0,0,0,0,0,0,0
895,AIZ,AVK,1,0,0,0,0,0,4,0,0,0
896,AIZ,AWA,1,0,0,0,0,1,1,2,1,0
897,AIZ,AWB,1,1,0,1,0,2,0,1,2,0
898,AIZ,BAG,1,1,0,0,0,1,0,2,2,0
899,AIZ,RIA,17,12,4,7,5,21,58,24,20,15
900,AIZ,RIM,17,14,8,11,7,12,69,24,41,20
901,AIZ,SMB,40,29,11,12,10,35,95,56,48,32
902,AIZ,AVA,0,1,0,0,0,0,0,0,1,1
903,AIZ,RIB,0,1,1,1,1,1,0,0,0,1
904,AIZ,SMD,0,3,0,0,0,0,7,0,0,0
905,AIZ,SIB,0,0,0,1,0,0,0,0,0,0
906,AIZ,AFD,0,0,0,0,0,0,1,1,0,0
907,AIZ,AWC,0,0,0,0,0,0,4,3,3,1
908,AIZ,DVA,0,0,0,0,0,0,4,1,1,0
909,AIZ,RIC,0,0,0,0,0,0,11,0,0,0
910,AIZ,RIG,0,0,0,0,0,0,4,0,0,0
911,AIZ,SIA,0,0,0,0,0,0,1,0,0,0
912,AIZ,URY,0,0,0,0,0,0,3,1,0,0
913,AIZ,VB0,0,0,0,0,0,0,1,0,0,0
914,AIZ,AIZ,0,0,0,0,0,0,0,0,1,1
915,AIZ,ASG,0,0,0,0,0,0,0,0,1,0
916,AIZ,AVD,0,0,0,0,0,0,0,0,1,0
917,AIZ,RID,0,0,0,0,0,0,0,0,1,0
918,AIZ,RIH,0,0,0,0,0,0,0,0,1,0
919,AIZ,ADA,0,0,0,0,0,0,0,0,0,0
920,AIZ,AUA,0,0,0,0,0,0,0,0,0,1
921,AIZ,RIP,0,0,0,0,0,0,0,0,0,0
922,AIZ,RIR,0,0,0,0,0,0,0,0,0,0
923,AIZ,SDQ,0,0,0,0,0,0,0,0,0,0
924,AIZ,UK2,0,0,0,0,0,0,0,0,0,0
925,AUA,AVA,7,3,4,2,0,6,13,11,15,6
926,AUA,AVD,2,0,0,0,0,0,2,2,0,1
927,AUA,AVE,6,9,6,4,2,4,22,21,20,4
928,AUA,DVA,1,0,0,0,0,0,2,0,3,1
929,AUA,RIA,14,13,12,5,3,18,43,32,38,13
930,AUA,RIB,16,20,14,8,5,22,66,43,33,13
931,AUA,URX,0,2,5,0,1,1,6,3,5,3
932,AUA,URY,0,1,0,0,0,0,0,0,0,0
933,AUA,ADF,0,0,0,0,0,0,1,0,2,0
934,AUA,AIB,0,0,0,0,0,0,1,0,0,0
935,AUA,AIN,0,0,0,0,0,0,2,0,3,0
936,AUA,AIY,0,0,0,0,0,0,2,0,0,0
937,AUA,AIZ,0,0,0,0,0,0,4,0,0,0
938,AUA,BAG,0,0,0,0,0,0,4,1,0,0
939,AUA,SAA,0,0,0,0,0,0,0,1,0,0
940,AUA,RIR,0,0,0,0,0,0,0,0,1,0
941,AUA,AUA,0,0,0,0,0,0,0,0,0,0
942,AUA,RMG,0,0,0,0,0,0,0,0,0,0
943,RIA,CEP,6,4,2,3,2,1,3,4,7,12
944,RIA,OLQ,1,0,0,0,0,0,0,0,0,0
945,RIA,RIA,40,32,19,12,6,7,65,44,101,43
946,RIA,RIV,9,2,2,1,0,8,17,9,13,8
947,RIA,RMD,169,117,93,76,55,128,471,232,279,141
948,RIA,RMH,1,0,0,0,0,0,0,0,0,1
949,RIA,SIA,18,16,7,13,4,10,16,42,47,26
950,RIA,SMD,104,70,39,31,21,72,225,129,145,83
951,RIA,IL1,0,1,1,0,0,0,2,3,3,0
952,RIA,GLR,0,0,0,1,1,0,0,0,0,1
953,RIA,SMB,0,0,0,1,0,2,11,5,2,0
954,RIA,RIC,0,0,0,0,1,0,0,0,0,0
955,RIA,AIB,0,0,0,0,0,1,0,0,0,0
956,RIA,AVA,0,0,0,0,0,2,4,0,0,0
957,RIA,SDQ,0,0,0,0,0,1,0,1,0,0
958,RIA,ADF,0,0,0,0,0,0,2,0,0,0
959,RIA,AIZ,0,0,0,0,0,0,1,0,0,0
960,RIA,AQR,0,0,0,0,0,0,4,0,0,0
961,RIA,AUA,0,0,0,0,0,0,2,0,0,0
962,RIA,BAG,0,0,0,0,0,0,2,0,0,0
963,RIA,RIB,0,0,0,0,0,0,3,0,0,0
964,RIA,RIM,0,0,0,0,0,0,4,0,0,0
965,RIA,RIR,0,0,0,0,0,0,3,0,0,0
966,RIA,SAA,0,0,0,0,0,0,2,0,0,0
967,RIA,URX,0,0,0,0,0,0,2,0,0,0
968,RIA,SIB,0,0,0,0,0,0,0,1,0,0
969,RIA,RMF,0,0,0,0,0,0,0,0,1,0
970,RIA,RID,0,0,0,0,0,0,0,0,0,0
971,RIA,RIP,0,0,0,0,0,0,0,0,0,0
972,RIA,RMG,0,0,0,0,0,0,0,0,0,0
973,SMB,ADA,1,0,1,0,0,0,0,1,4,3
974,SMB,ALN,1,2,0,0,0,1,6,4,5,0
975,SMB,AVA,1,0,0,0,0,1,1,0,1,0
976,SMB,AVB,1,0,1,0,0,0,1,0,0,2
977,SMB,BWM,64,33,36,29,21,67,0,88,90,49
978,SMB,CEP,1,1,0,0,0,0,8,1,2,3
979,SMB,GLR,5,1,3,3,2,0,0,0,0,4
980,SMB,RMD,1,2,2,4,3,1,6,3,5,2
981,SMB,RME,18,6,10,9,7,23,58,19,18,6
982,SMB,SAA,21,20,9,10,9,19,47,26,31,26
983,SMB,SIA,1,0,0,0,0,1,7,0,1,1
984,SMB,SIB,1,1,1,1,0,0,0,0,2,3
985,SMB,SMD,1,0,1,2,0,0,3,0,0,0
986,SMB,SMB,0,0,0,1,0,0,9,0,0,0
987,SMB,PLN,0,0,0,0,0,3,8,3,5,0
988,SMB,ADL,0,0,0,0,0,0,2,0,0,0
989,SMB,AIM,0,0,0,0,0,0,1,0,0,0
990,SMB,AIZ,0,0,0,0,0,0,1,0,0,0
991,SMB,AVF,0,0,0,0,0,0,1,0,0,0
992,SMB,AVH,0,0,0,0,0,0,3,0,0,0
993,SMB,AVJ,0,0,0,0,0,0,1,0,0,0
994,SMB,PVP,0,0,0,0,0,0,1,0,0,0
995,SMB,RIA,0,0,0,0,0,0,1,0,0,0
996,SMB,RIH,0,0,0,0,0,0,3,0,0,1
997,SMB,RIV,0,0,0,0,0,0,1,0,0,0
998,SMB,RMG,0,0,0,0,0,0,3,0,0,0
999,SMB,RMH,0,0,0,0,0,0,0,1,0,0
1000,SMB,exc,0,0,0,0,0,0,0,1,2,0
1001,SMB,IL1,0,0,0,0,0,0,0,0,0,0
1002,SMB,RMF,0,0,0,0,0,0,0,0,0,1
1003,URX,ADA,2,0,1,1,2,1,11,5,0,2
1004,URX,AUA,19,6,9,4,5,14,35,37,31,28
1005,URX,AVB,1,0,1,0,0,0,10,3,0,0
1006,URX,AVE,3,3,0,1,0,4,11,10,7,2
1007,URX,IL2,1,1,0,0,0,0,1,4,4,0
1008,URX,RIA,25,15,12,5,5,14,35,50,50,32
1009,URX,RIC,7,4,1,4,2,6,11,11,10,4
1010,URX,RIG,11,8,3,4,2,2,13,12,19,7
1011,URX,RIR,5,7,4,0,1,0,5,9,14,6
1012,URX,RMG,2,2,0,1,0,0,11,6,3,1
1013,URX,AVH,0,0,1,0,0,1,0,2,0,0
1014,URX,PVP,0,0,1,2,0,0,0,4,0,1
1015,URX,AIB,0,0,0,1,0,0,0,0,1,0
1016,URX,IL1,0,0,0,1,0,0,2,0,1,0
1017,URX,OLQ,0,0,0,1,1,0,4,0,0,0
1018,URX,URA,0,0,0,1,0,0,0,0,0,1
1019,URX,DVA,0,0,0,0,1,0,0,1,0,0
1020,URX,SMB,0,0,0,0,0,1,7,0,1,0
1021,URX,ADF,0,0,0,0,0,0,5,0,0,0
1022,URX,ADL,0,0,0,0,0,0,3,0,0,0
1023,URX,AIM,0,0,0,0,0,0,5,0,0,0
1024,URX,AIZ,0,0,0,0,0,0,1,0,0,0
1025,URX,ALM,0,0,0,0,0,0,1,0,0,0
1026,URX,ASH,0,0,0,0,0,0,1,0,0,0
1027,URX,ASI,0,0,0,0,0,0,1,0,0,0
1028,URX,AVA,0,0,0,0,0,0,3,1,0,0
1029,URX,AVD,0,0,0,0,0,0,1,0,0,0
1030,URX,AVJ,0,0,0,0,0,0,6,1,0,1
1031,URX,AWB,0,0,0,0,0,0,2,0,0,0
1032,URX,BAG,0,0,0,0,0,0,2,0,0,0
1033,URX,CEP,0,0,0,0,0,0,2,1,0,0
1034,URX,HSN,0,0,0,0,0,0,1,0,0,0
1035,URX,RID,0,0,0,0,0,0,1,0,0,0
1036,URX,RIF,0,0,0,0,0,0,3,0,0,0
1037,URX,RIP,0,0,0,0,0,0,10,0,0,0
1038,URX,RMD,0,0,0,0,0,0,10,0,0,0
1039,URX,SIA,0,0,0,0,0,0,6,1,0,0
1040,URX,URB,0,0,0,0,0,0,8,1,0,0
1041,URX,URX,0,0,0,0,0,0,3,0,0,0
1042,URX,RMF,0,0,0,0,0,0,0,1,0,0
1043,URX,AQR,0,0,0,0,0,0,0,0,2,1
1044,URX,AIN,0,0,0,0,0,0,0,0,0,0
1045,URX,AVF,0,0,0,0,0,0,0,0,0,0
1046,URX,GLR,0,0,0,0,0,0,0,0,0,0
1047,URX,RIB,0,0,0,0,0,0,0,0,0,0
1048,URX,RMH,0,0,0,0,0,0,0,0,0,0
1049,URX,SIB,0,0,0,0,0,0,0,0,0,0
1050,URX,SMD,0,0,0,0,0,0,0,0,0,0
1051,URX,unk,0,0,0,0,0,0,0,0,0,0
1052,ADL,ADA,1,4,3,0,1,0,2,0,2,3
1053,ADL,AIA,11,10,7,4,4,9,42,14,21,8
1054,ADL,AIB,11,9,8,2,5,14,54,24,30,13
1055,ADL,ASE,3,0,4,0,1,5,15,10,3,5
1056,ADL,ASH,3,4,1,0,0,3,10,11,12,6
1057,ADL,ASK,5,9,6,5,8,2,0,2,5,6
1058,ADL,AVA,4,7,0,0,0,4,22,10,30,2
1059,ADL,AVB,1,0,0,0,0,0,19,2,1,0
1060,ADL,AVD,9,5,4,2,0,12,48,14,26,14
1061,ADL,AVE,1,0,0,0,0,0,0,2,1,0
1062,ADL,AVJ,5,2,2,2,0,1,14,8,5,8
1063,ADL,AWC,8,4,5,1,3,9,9,8,13,7
1064,ADL,CEP,1,0,0,0,1,0,1,1,0,0
1065,ADL,PVC,2,0,0,0,0,0,3,0,2,0
1066,ADL,PVP,1,0,0,0,0,1,0,1,0,0
1067,ADL,SMB,1,0,0,1,0,2,10,6,10,1
1068,ADL,ASJ,0,1,0,0,0,0,0,0,0,0
1069,ADL,OLL,0,1,0,2,0,0,1,0,0,0
1070,ADL,SIB,0,1,1,0,0,0,1,2,0,0
1071,ADL,SIA,0,0,1,0,0,0,0,0,0,0
1072,ADL,PVQ,0,0,0,0,1,0,0,2,0,1
1073,ADL,AVH,0,0,0,0,0,2,0,0,1,0
1074,ADL,AWB,0,0,0,0,0,1,3,1,2,0
1075,ADL,ADL,0,0,0,0,0,0,3,0,0,0
1076,ADL,ALA,0,0,0,0,0,0,5,0,0,0
1077,ADL,ASG,0,0,0,0,0,0,2,0,1,0
1078,ADL,AWA,0,0,0,0,0,0,1,0,2,0
1079,ADL,OLQ,0,0,0,0,0,0,3,0,2,2
1080,ADL,RIA,0,0,0,0,0,0,1,0,0,0
1081,ADL,RIC,0,0,0,0,0,0,6,0,0,0
1082,ADL,RIF,0,0,0,0,0,0,2,0,0,0
1083,ADL,RIG,0,0,0,0,0,0,1,0,0,0
1084,ADL,RIP,0,0,0,0,0,0,5,0,0,0
1085,ADL,RIR,0,0,0,0,0,0,1,0,0,0
1086,ADL,URB,0,0,0,0,0,0,6,0,0,1
1087,ADL,URX,0,0,0,0,0,0,7,0,0,0
1088,ADL,HSN,0,0,0,0,0,0,0,2,0,0
1089,ADL,PVN,0,0,0,0,0,0,0,1,0,0
1090,ADL,URY,0,0,0,0,0,0,0,0,1,0
1091,ADL,AIM,0,0,0,0,0,0,0,0,0,0
1092,ADL,ALM,0,0,0,0,0,0,0,0,0,0
1093,ADL,ASI,0,0,0,0,0,0,0,0,0,0
1094,ADL,CSS,0,0,0,0,0,0,0,0,0,0
1095,ADL,IL1,0,0,0,0,0,0,0,0,0,0
1096,ADL,IL2,0,0,0,0,0,0,0,0,0,0
1097,ADL,PVD,0,0,0,0,0,0,0,0,0,0
1098,ADL,RID,0,0,0,0,0,0,0,0,0,0
1099,ADL,RMG,0,0,0,0,0,0,0,0,0,0
1100,ADL,SMD,0,0,0,0,0,0,0,0,0,0
1101,ADL,UK2,0,0,0,0,0,0,0,0,0,0
1102,ADL,unk,0,0,0,0,0,0,0,0,0,0
1103,ASE,AFD,5,3,1,1,1,4,8,8,8,6
1104,ASE,AIA,6,1,0,1,0,8,18,5,2,4
1105,ASE,AIB,22,18,18,14,14,22,67,40,37,26
1106,ASE,AIY,32,21,18,15,19,32,104,47,49,38
1107,ASE,AIZ,1,1,0,1,1,1,2,1,1,4
1108,ASE,ASE,1,1,0,0,0,0,5,2,0,1
1109,ASE,AWC,5,7,4,4,3,14,30,11,15,13
1110,ASE,ADL,0,0,1,0,0,1,5,2,2,0
1111,ASE,AWA,0,0,1,0,0,1,1,2,1,0
1112,ASE,BAG,0,0,2,0,0,0,0,1,2,1
1113,ASE,ASI,0,0,0,0,1,0,0,1,1,0
1114,ASE,ASH,0,0,0,0,0,1,2,0,0,0
1115,ASE,RIA,0,0,0,0,0,3,2,5,1,0
1116,ASE,ADF,0,0,0,0,0,0,1,0,0,0
1117,ASE,ASJ,0,0,0,0,0,0,1,0,0,0
1118,ASE,ASK,0,0,0,0,0,0,1,0,0,0
1119,ASE,AWB,0,0,0,0,0,0,1,0,0,0
1120,ASE,IL2,0,0,0,0,0,0,1,0,0,0
1121,ASE,OLL,0,0,0,0,0,0,1,0,0,0
1122,ASE,RIR,0,0,0,0,0,0,1,0,0,0
1123,ASE,AIN,0,0,0,0,0,0,0,1,1,1
1124,ASE,HSN,0,0,0,0,0,0,0,1,0,0
1125,ASE,PVQ,0,0,0,0,0,0,0,1,0,0
1126,ASE,ASG,0,0,0,0,0,0,0,0,2,0
1127,ASE,AVE,0,0,0,0,0,0,0,0,0,0
1128,ASE,CEP,0,0,0,0,0,0,0,0,0,0
1129,ASE,RIM,0,0,0,0,0,0,0,0,0,0
1130,ASE,SIB,0,0,0,0,0,0,0,0,0,0
1131,ASK,ADL,1,0,0,0,0,1,3,4,4,0
1132,ASK,AIA,30,14,12,11,5,36,69,42,55,22
1133,ASK,AIB,6,4,0,0,0,7,12,15,12,0
1134,ASK,AIM,10,0,1,0,0,8,10,12,13,4
1135,ASK,ASJ,1,0,0,1,0,1,1,0,0,0
1136,ASK,AIN,0,1,0,0,0,0,0,2,1,0
1137,ASK,PVQ,0,1,0,0,0,0,0,0,2,0
1138,ASK,ADA,0,0,1,0,0,0,0,0,1,0
1139,ASK,RIF,0,0,0,1,0,0,1,0,0,0
1140,ASK,ASE,0,0,0,0,0,2,5,0,2,0
1141,ASK,ALA,0,0,0,0,0,0,1,0,0,0
1142,ASK,ASG,0,0,0,0,0,0,1,1,1,0
1143,ASK,AWA,0,0,0,0,0,0,2,0,0,0
1144,ASK,CEP,0,0,0,0,0,0,2,0,0,0
1145,ASK,HSN,0,0,0,0,0,0,2,3,3,0
1146,ASK,ASH,0,0,0,0,0,0,0,1,0,1
1147,ASK,ASI,0,0,0,0,0,0,0,1,1,0
1148,ASK,AVD,0,0,0,0,0,0,0,1,0,0
1149,ASK,AVJ,0,0,0,0,0,0,0,1,0,0
1150,ASK,PVN,0,0,0,0,0,0,0,1,0,0
1151,ASK,RMG,0,0,0,0,0,0,0,1,0,0
1152,ASK,ASK,0,0,0,0,0,0,0,0,1,1
1153,ASK,AVF,0,0,0,0,0,0,0,0,2,0
1154,ASK,AWB,0,0,0,0,0,0,0,0,1,0
1155,ASK,SIB,0,0,0,0,0,0,0,0,1,0
1156,ASK,SMD,0,0,0,0,0,0,0,0,1,0
1157,AVE,AIZ,0,0,0,0,0,0,1,0,0,0
1158,AVE,ALM,0,0,0,0,0,0,1,0,0,0
1159,AVE,CEP,0,0,0,0,0,0,1,0,0,0
1160,AVE,OLL,0,0,0,0,0,0,1,0,0,0
1161,AVE,RIM,0,0,0,0,0,0,1,0,0,0
1162,AVE,RMG,0,0,0,0,0,0,3,0,0,0
1163,AVE,URX,0,0,0,0,0,0,1,0,0,0
1164,AVE,RVN,0,0,0,0,0,0,0,0,0,0
1165,AVE,SAB,0,0,0,0,0,0,0,0,0,0
1166,AVE,VA1,0,0,0,0,0,0,0,0,0,0
1167,AWC,AIA,13,10,9,7,10,19,15,22,22,15
1168,AWC,AIB,22,20,15,10,11,24,35,22,30,24
1169,AWC,AIY,17,14,12,11,4,17,56,25,34,20
1170,AWC,AIZ,2,0,0,1,0,0,1,2,3,4
1171,AWC,ASE,3,8,4,4,1,7,14,7,6,7
